product_id,qty,price,discount,revenue,member,txn_id,start_txn_time,product_name,category_id,segment_id,style_id,category_name,segment_name,style_name
e31d39,4,10,11,40,TRUE,4e9268,1/23/21 14:18,Cream Relaxed Jeans - Womens,1,3,9,Womens,Jeans,Cream Relaxed
72f5d4,5,19,11,95,TRUE,4e9268,1/23/21 14:18,Indigo Rain Jacket - Womens,1,4,11,Womens,Jacket,Indigo Rain
f084eb,2,36,11,72,TRUE,4e9268,1/23/21 14:18,Navy Solid Socks - Mens,2,6,16,Mens,Socks,Navy Solid
b9a74d,2,17,11,34,TRUE,4e9268,1/23/21 14:18,White Striped Socks - Mens,2,6,17,Mens,Socks,White Striped
e83aa3,4,32,4,128,TRUE,9717d4,1/29/21 7:22,Black Straight Jeans - Womens,1,3,8,Womens,Jeans,Black Straight
d5e9a6,2,23,4,46,TRUE,9717d4,1/29/21 7:22,Khaki Suit Jacket - Womens,1,4,10,Womens,Jacket,Khaki Suit
c8d436,4,10,4,40,TRUE,9717d4,1/29/21 7:22,Teal Button Up Shirt - Mens,2,5,14,Mens,Shirt,Teal Button Up
2a2353,1,57,4,57,TRUE,9717d4,1/29/21 7:22,Blue Polo Shirt - Mens,2,5,15,Mens,Shirt,Blue Polo
f084eb,1,36,4,36,TRUE,9717d4,1/29/21 7:22,Navy Solid Socks - Mens,2,6,16,Mens,Socks,Navy Solid
72f5d4,3,19,14,57,FALSE,e9a1dd,3/28/21 20:01,Indigo Rain Jacket - Womens,1,4,11,Womens,Jacket,Indigo Rain
9ec847,3,54,14,162,FALSE,e9a1dd,3/28/21 20:01,Grey Fashion Jacket - Womens,1,4,12,Womens,Jacket,Grey Fashion
2a2353,4,57,14,228,FALSE,e9a1dd,3/28/21 20:01,Blue Polo Shirt - Mens,2,5,15,Mens,Shirt,Blue Polo
f084eb,2,36,14,72,FALSE,e9a1dd,3/28/21 20:01,Navy Solid Socks - Mens,2,6,16,Mens,Socks,Navy Solid
c4a632,3,13,6,39,FALSE,003ea6,1/20/21 14:21,Navy Oversized Jeans - Womens,1,3,7,Womens,Jeans,Navy Oversized
e31d39,3,10,6,30,FALSE,003ea6,1/20/21 14:21,Cream Relaxed Jeans - Womens,1,3,9,Womens,Jeans,Cream Relaxed
d5e9a6,3,23,6,69,FALSE,003ea6,1/20/21 14:21,Khaki Suit Jacket - Womens,1,4,10,Womens,Jacket,Khaki Suit
9ec847,3,54,6,162,FALSE,003ea6,1/20/21 14:21,Grey Fashion Jacket - Womens,1,4,12,Womens,Jacket,Grey Fashion
e31d39,5,10,20,50,FALSE,5d749c,3/28/21 22:24,Cream Relaxed Jeans - Womens,1,3,9,Womens,Jeans,Cream Relaxed
d5e9a6,4,23,20,92,FALSE,5d749c,3/28/21 22:24,Khaki Suit Jacket - Womens,1,4,10,Womens,Jacket,Khaki Suit
5d267b,5,40,20,200,FALSE,5d749c,3/28/21 22:24,White Tee Shirt - Mens,2,5,13,Mens,Shirt,White Tee
2a2353,4,57,20,228,FALSE,5d749c,3/28/21 22:24,Blue Polo Shirt - Mens,2,5,15,Mens,Shirt,Blue Polo
f084eb,2,36,20,72,FALSE,5d749c,3/28/21 22:24,Navy Solid Socks - Mens,2,6,16,Mens,Socks,Navy Solid
d5e9a6,5,23,14,115,FALSE,cf6517,2/21/21 21:45,Khaki Suit Jacket - Womens,1,4,10,Womens,Jacket,Khaki Suit
72f5d4,1,19,14,19,FALSE,cf6517,2/21/21 21:45,Indigo Rain Jacket - Womens,1,4,11,Womens,Jacket,Indigo Rain
5d267b,5,40,14,200,FALSE,cf6517,2/21/21 21:45,White Tee Shirt - Mens,2,5,13,Mens,Shirt,White Tee
b9a74d,3,17,14,51,FALSE,cf6517,2/21/21 21:45,White Striped Socks - Mens,2,6,17,Mens,Socks,White Striped
c4a632,5,13,19,65,TRUE,48b9d7,2/26/21 6:49,Navy Oversized Jeans - Womens,1,3,7,Womens,Jeans,Navy Oversized
e83aa3,2,32,19,64,TRUE,48b9d7,2/26/21 6:49,Black Straight Jeans - Womens,1,3,8,Womens,Jeans,Black Straight
e31d39,1,10,19,10,TRUE,48b9d7,2/26/21 6:49,Cream Relaxed Jeans - Womens,1,3,9,Womens,Jeans,Cream Relaxed
d5e9a6,2,23,19,46,TRUE,48b9d7,2/26/21 6:49,Khaki Suit Jacket - Womens,1,4,10,Womens,Jacket,Khaki Suit
5d267b,5,40,19,200,TRUE,48b9d7,2/26/21 6:49,White Tee Shirt - Mens,2,5,13,Mens,Shirt,White Tee
c8d436,1,10,19,10,TRUE,48b9d7,2/26/21 6:49,Teal Button Up Shirt - Mens,2,5,14,Mens,Shirt,Teal Button Up
2a2353,3,57,19,171,TRUE,48b9d7,2/26/21 6:49,Blue Polo Shirt - Mens,2,5,15,Mens,Shirt,Blue Polo
b9a74d,1,17,19,17,TRUE,48b9d7,2/26/21 6:49,White Striped Socks - Mens,2,6,17,Mens,Socks,White Striped
2feb6b,5,29,19,145,TRUE,48b9d7,2/26/21 6:49,Pink Fluro Polkadot Socks - Mens,2,6,18,Mens,Socks,Pink Fluro Polkadot
72f5d4,3,19,5,57,TRUE,47251d,1/27/21 22:53,Indigo Rain Jacket - Womens,1,4,11,Womens,Jacket,Indigo Rain
5d267b,5,40,5,200,TRUE,47251d,1/27/21 22:53,White Tee Shirt - Mens,2,5,13,Mens,Shirt,White Tee
2a2353,5,57,5,285,TRUE,47251d,1/27/21 22:53,Blue Polo Shirt - Mens,2,5,15,Mens,Shirt,Blue Polo
f084eb,2,36,5,72,TRUE,47251d,1/27/21 22:53,Navy Solid Socks - Mens,2,6,16,Mens,Socks,Navy Solid
e83aa3,4,32,15,128,FALSE,c75ea6,3/3/21 4:17,Black Straight Jeans - Womens,1,3,8,Womens,Jeans,Black Straight
e31d39,5,10,15,50,FALSE,c75ea6,3/3/21 4:17,Cream Relaxed Jeans - Womens,1,3,9,Womens,Jeans,Cream Relaxed
72f5d4,2,19,15,38,FALSE,c75ea6,3/3/21 4:17,Indigo Rain Jacket - Womens,1,4,11,Womens,Jacket,Indigo Rain
9ec847,4,54,15,216,FALSE,c75ea6,3/3/21 4:17,Grey Fashion Jacket - Womens,1,4,12,Womens,Jacket,Grey Fashion
5d267b,1,40,15,40,FALSE,c75ea6,3/3/21 4:17,White Tee Shirt - Mens,2,5,13,Mens,Shirt,White Tee
f084eb,5,36,15,180,FALSE,c75ea6,3/3/21 4:17,Navy Solid Socks - Mens,2,6,16,Mens,Socks,Navy Solid
b9a74d,4,17,15,68,FALSE,c75ea6,3/3/21 4:17,White Striped Socks - Mens,2,6,17,Mens,Socks,White Striped
2feb6b,5,29,15,145,FALSE,c75ea6,3/3/21 4:17,Pink Fluro Polkadot Socks - Mens,2,6,18,Mens,Socks,Pink Fluro Polkadot
c4a632,1,13,10,13,TRUE,84a0f1,3/19/21 23:33,Navy Oversized Jeans - Womens,1,3,7,Womens,Jeans,Navy Oversized
e31d39,4,10,10,40,TRUE,84a0f1,3/19/21 23:33,Cream Relaxed Jeans - Womens,1,3,9,Womens,Jeans,Cream Relaxed
9ec847,5,54,10,270,TRUE,84a0f1,3/19/21 23:33,Grey Fashion Jacket - Womens,1,4,12,Womens,Jacket,Grey Fashion
b9a74d,2,17,10,34,TRUE,84a0f1,3/19/21 23:33,White Striped Socks - Mens,2,6,17,Mens,Socks,White Striped
2feb6b,1,29,10,29,TRUE,84a0f1,3/19/21 23:33,Pink Fluro Polkadot Socks - Mens,2,6,18,Mens,Socks,Pink Fluro Polkadot
c4a632,4,13,9,52,FALSE,786c60,1/13/21 8:41,Navy Oversized Jeans - Womens,1,3,7,Womens,Jeans,Navy Oversized
e83aa3,1,32,9,32,FALSE,786c60,1/13/21 8:41,Black Straight Jeans - Womens,1,3,8,Womens,Jeans,Black Straight
e31d39,4,10,9,40,FALSE,786c60,1/13/21 8:41,Cream Relaxed Jeans - Womens,1,3,9,Womens,Jeans,Cream Relaxed
d5e9a6,4,23,9,92,FALSE,786c60,1/13/21 8:41,Khaki Suit Jacket - Womens,1,4,10,Womens,Jacket,Khaki Suit
72f5d4,1,19,9,19,FALSE,786c60,1/13/21 8:41,Indigo Rain Jacket - Womens,1,4,11,Womens,Jacket,Indigo Rain
9ec847,2,54,9,108,FALSE,786c60,1/13/21 8:41,Grey Fashion Jacket - Womens,1,4,12,Womens,Jacket,Grey Fashion
c8d436,5,10,9,50,FALSE,786c60,1/13/21 8:41,Teal Button Up Shirt - Mens,2,5,14,Mens,Shirt,Teal Button Up
2a2353,4,57,9,228,FALSE,786c60,1/13/21 8:41,Blue Polo Shirt - Mens,2,5,15,Mens,Shirt,Blue Polo
f084eb,1,36,9,36,FALSE,786c60,1/13/21 8:41,Navy Solid Socks - Mens,2,6,16,Mens,Socks,Navy Solid
b9a74d,2,17,9,34,FALSE,786c60,1/13/21 8:41,White Striped Socks - Mens,2,6,17,Mens,Socks,White Striped
c4a632,1,13,13,13,TRUE,500bf9,3/8/21 2:41,Navy Oversized Jeans - Womens,1,3,7,Womens,Jeans,Navy Oversized
d5e9a6,1,23,13,23,TRUE,500bf9,3/8/21 2:41,Khaki Suit Jacket - Womens,1,4,10,Womens,Jacket,Khaki Suit
9ec847,4,54,13,216,TRUE,500bf9,3/8/21 2:41,Grey Fashion Jacket - Womens,1,4,12,Womens,Jacket,Grey Fashion
b9a74d,4,17,13,68,TRUE,500bf9,3/8/21 2:41,White Striped Socks - Mens,2,6,17,Mens,Socks,White Striped
e83aa3,4,32,24,128,TRUE,034601,1/12/21 17:35,Black Straight Jeans - Womens,1,3,8,Womens,Jeans,Black Straight
e31d39,4,10,24,40,TRUE,034601,1/12/21 17:35,Cream Relaxed Jeans - Womens,1,3,9,Womens,Jeans,Cream Relaxed
9ec847,5,54,24,270,TRUE,034601,1/12/21 17:35,Grey Fashion Jacket - Womens,1,4,12,Womens,Jacket,Grey Fashion
f084eb,3,36,24,108,TRUE,034601,1/12/21 17:35,Navy Solid Socks - Mens,2,6,16,Mens,Socks,Navy Solid
b9a74d,3,17,24,51,TRUE,034601,1/12/21 17:35,White Striped Socks - Mens,2,6,17,Mens,Socks,White Striped
e83aa3,4,32,1,128,TRUE,a88a5e,2/15/21 4:56,Black Straight Jeans - Womens,1,3,8,Womens,Jeans,Black Straight
5d267b,4,40,1,160,TRUE,a88a5e,2/15/21 4:56,White Tee Shirt - Mens,2,5,13,Mens,Shirt,White Tee
d5e9a6,3,23,19,69,FALSE,9a9653,2/8/21 9:12,Khaki Suit Jacket - Womens,1,4,10,Womens,Jacket,Khaki Suit
c8d436,1,10,19,10,FALSE,9a9653,2/8/21 9:12,Teal Button Up Shirt - Mens,2,5,14,Mens,Shirt,Teal Button Up
f084eb,2,36,19,72,FALSE,9a9653,2/8/21 9:12,Navy Solid Socks - Mens,2,6,16,Mens,Socks,Navy Solid
b9a74d,2,17,19,34,FALSE,9a9653,2/8/21 9:12,White Striped Socks - Mens,2,6,17,Mens,Socks,White Striped
2feb6b,2,29,19,58,FALSE,9a9653,2/8/21 9:12,Pink Fluro Polkadot Socks - Mens,2,6,18,Mens,Socks,Pink Fluro Polkadot
c4a632,5,13,14,65,FALSE,1edc69,3/28/21 15:32,Navy Oversized Jeans - Womens,1,3,7,Womens,Jeans,Navy Oversized
e83aa3,5,32,14,160,FALSE,1edc69,3/28/21 15:32,Black Straight Jeans - Womens,1,3,8,Womens,Jeans,Black Straight
72f5d4,3,19,14,57,FALSE,1edc69,3/28/21 15:32,Indigo Rain Jacket - Womens,1,4,11,Womens,Jacket,Indigo Rain
9ec847,5,54,14,270,FALSE,1edc69,3/28/21 15:32,Grey Fashion Jacket - Womens,1,4,12,Womens,Jacket,Grey Fashion
c8d436,3,10,14,30,FALSE,1edc69,3/28/21 15:32,Teal Button Up Shirt - Mens,2,5,14,Mens,Shirt,Teal Button Up
b9a74d,4,17,14,68,FALSE,1edc69,3/28/21 15:32,White Striped Socks - Mens,2,6,17,Mens,Socks,White Striped
e83aa3,1,32,18,32,FALSE,638a7d,3/15/21 2:24,Black Straight Jeans - Womens,1,3,8,Womens,Jeans,Black Straight
e31d39,2,10,18,20,FALSE,638a7d,3/15/21 2:24,Cream Relaxed Jeans - Womens,1,3,9,Womens,Jeans,Cream Relaxed
d5e9a6,4,23,18,92,FALSE,638a7d,3/15/21 2:24,Khaki Suit Jacket - Womens,1,4,10,Womens,Jacket,Khaki Suit
72f5d4,3,19,18,57,FALSE,638a7d,3/15/21 2:24,Indigo Rain Jacket - Womens,1,4,11,Womens,Jacket,Indigo Rain
9ec847,3,54,18,162,FALSE,638a7d,3/15/21 2:24,Grey Fashion Jacket - Womens,1,4,12,Womens,Jacket,Grey Fashion
5d267b,2,40,18,80,FALSE,638a7d,3/15/21 2:24,White Tee Shirt - Mens,2,5,13,Mens,Shirt,White Tee
c8d436,2,10,18,20,FALSE,638a7d,3/15/21 2:24,Teal Button Up Shirt - Mens,2,5,14,Mens,Shirt,Teal Button Up
2a2353,3,57,18,171,FALSE,638a7d,3/15/21 2:24,Blue Polo Shirt - Mens,2,5,15,Mens,Shirt,Blue Polo
b9a74d,3,17,18,51,FALSE,638a7d,3/15/21 2:24,White Striped Socks - Mens,2,6,17,Mens,Socks,White Striped
c4a632,5,13,1,65,FALSE,4bdb49,3/3/21 4:33,Navy Oversized Jeans - Womens,1,3,7,Womens,Jeans,Navy Oversized
9ec847,2,54,1,108,FALSE,4bdb49,3/3/21 4:33,Grey Fashion Jacket - Womens,1,4,12,Womens,Jacket,Grey Fashion
5d267b,2,40,1,80,FALSE,4bdb49,3/3/21 4:33,White Tee Shirt - Mens,2,5,13,Mens,Shirt,White Tee
c8d436,1,10,1,10,FALSE,4bdb49,3/3/21 4:33,Teal Button Up Shirt - Mens,2,5,14,Mens,Shirt,Teal Button Up
f084eb,5,36,1,180,FALSE,4bdb49,3/3/21 4:33,Navy Solid Socks - Mens,2,6,16,Mens,Socks,Navy Solid
b9a74d,3,17,1,51,FALSE,4bdb49,3/3/21 4:33,White Striped Socks - Mens,2,6,17,Mens,Socks,White Striped
2feb6b,2,29,1,58,FALSE,4bdb49,3/3/21 4:33,Pink Fluro Polkadot Socks - Mens,2,6,18,Mens,Socks,Pink Fluro Polkadot
c4a632,2,13,13,26,TRUE,8f4908,3/24/21 21:30,Navy Oversized Jeans - Womens,1,3,7,Womens,Jeans,Navy Oversized
e83aa3,4,32,13,128,TRUE,8f4908,3/24/21 21:30,Black Straight Jeans - Womens,1,3,8,Womens,Jeans,Black Straight
d5e9a6,2,23,13,46,TRUE,8f4908,3/24/21 21:30,Khaki Suit Jacket - Womens,1,4,10,Womens,Jacket,Khaki Suit
72f5d4,3,19,13,57,TRUE,8f4908,3/24/21 21:30,Indigo Rain Jacket - Womens,1,4,11,Womens,Jacket,Indigo Rain
5d267b,4,40,13,160,TRUE,8f4908,3/24/21 21:30,White Tee Shirt - Mens,2,5,13,Mens,Shirt,White Tee
f084eb,1,36,13,36,TRUE,8f4908,3/24/21 21:30,Navy Solid Socks - Mens,2,6,16,Mens,Socks,Navy Solid
b9a74d,5,17,13,85,TRUE,8f4908,3/24/21 21:30,White Striped Socks - Mens,2,6,17,Mens,Socks,White Striped
e31d39,2,10,20,20,TRUE,3132fb,2/11/21 1:59,Cream Relaxed Jeans - Womens,1,3,9,Womens,Jeans,Cream Relaxed
d5e9a6,1,23,20,23,TRUE,3132fb,2/11/21 1:59,Khaki Suit Jacket - Womens,1,4,10,Womens,Jacket,Khaki Suit
5d267b,4,40,20,160,TRUE,3132fb,2/11/21 1:59,White Tee Shirt - Mens,2,5,13,Mens,Shirt,White Tee
2a2353,4,57,20,228,TRUE,3132fb,2/11/21 1:59,Blue Polo Shirt - Mens,2,5,15,Mens,Shirt,Blue Polo
b9a74d,1,17,20,17,TRUE,3132fb,2/11/21 1:59,White Striped Socks - Mens,2,6,17,Mens,Socks,White Striped
2feb6b,5,29,20,145,TRUE,3132fb,2/11/21 1:59,Pink Fluro Polkadot Socks - Mens,2,6,18,Mens,Socks,Pink Fluro Polkadot
c4a632,5,13,12,65,TRUE,2cf0ed,1/24/21 0:59,Navy Oversized Jeans - Womens,1,3,7,Womens,Jeans,Navy Oversized
e31d39,5,10,12,50,TRUE,2cf0ed,1/24/21 0:59,Cream Relaxed Jeans - Womens,1,3,9,Womens,Jeans,Cream Relaxed
d5e9a6,4,23,12,92,TRUE,2cf0ed,1/24/21 0:59,Khaki Suit Jacket - Womens,1,4,10,Womens,Jacket,Khaki Suit
2a2353,4,57,12,228,TRUE,2cf0ed,1/24/21 0:59,Blue Polo Shirt - Mens,2,5,15,Mens,Shirt,Blue Polo
f084eb,2,36,12,72,TRUE,2cf0ed,1/24/21 0:59,Navy Solid Socks - Mens,2,6,16,Mens,Socks,Navy Solid
2feb6b,5,29,12,145,TRUE,2cf0ed,1/24/21 0:59,Pink Fluro Polkadot Socks - Mens,2,6,18,Mens,Socks,Pink Fluro Polkadot
e31d39,5,10,16,50,TRUE,9e0037,1/9/21 17:25,Cream Relaxed Jeans - Womens,1,3,9,Womens,Jeans,Cream Relaxed
d5e9a6,1,23,16,23,TRUE,9e0037,1/9/21 17:25,Khaki Suit Jacket - Womens,1,4,10,Womens,Jacket,Khaki Suit
72f5d4,1,19,16,19,TRUE,9e0037,1/9/21 17:25,Indigo Rain Jacket - Womens,1,4,11,Womens,Jacket,Indigo Rain
f084eb,3,36,16,108,TRUE,9e0037,1/9/21 17:25,Navy Solid Socks - Mens,2,6,16,Mens,Socks,Navy Solid
d5e9a6,5,23,7,115,TRUE,d1a249,2/7/21 21:22,Khaki Suit Jacket - Womens,1,4,10,Womens,Jacket,Khaki Suit
72f5d4,4,19,7,76,TRUE,d1a249,2/7/21 21:22,Indigo Rain Jacket - Womens,1,4,11,Womens,Jacket,Indigo Rain
9ec847,5,54,7,270,TRUE,d1a249,2/7/21 21:22,Grey Fashion Jacket - Womens,1,4,12,Womens,Jacket,Grey Fashion
2a2353,3,57,7,171,TRUE,d1a249,2/7/21 21:22,Blue Polo Shirt - Mens,2,5,15,Mens,Shirt,Blue Polo
2feb6b,3,29,7,87,TRUE,d1a249,2/7/21 21:22,Pink Fluro Polkadot Socks - Mens,2,6,18,Mens,Socks,Pink Fluro Polkadot
c4a632,2,13,22,26,TRUE,f77cc2,2/8/21 12:29,Navy Oversized Jeans - Womens,1,3,7,Womens,Jeans,Navy Oversized
e83aa3,5,32,22,160,TRUE,f77cc2,2/8/21 12:29,Black Straight Jeans - Womens,1,3,8,Womens,Jeans,Black Straight
d5e9a6,3,23,22,69,TRUE,f77cc2,2/8/21 12:29,Khaki Suit Jacket - Womens,1,4,10,Womens,Jacket,Khaki Suit
9ec847,3,54,22,162,TRUE,f77cc2,2/8/21 12:29,Grey Fashion Jacket - Womens,1,4,12,Womens,Jacket,Grey Fashion
5d267b,3,40,22,120,TRUE,f77cc2,2/8/21 12:29,White Tee Shirt - Mens,2,5,13,Mens,Shirt,White Tee
c8d436,5,10,22,50,TRUE,f77cc2,2/8/21 12:29,Teal Button Up Shirt - Mens,2,5,14,Mens,Shirt,Teal Button Up
2a2353,5,57,22,285,TRUE,f77cc2,2/8/21 12:29,Blue Polo Shirt - Mens,2,5,15,Mens,Shirt,Blue Polo
c4a632,2,13,9,26,TRUE,1928b1,3/25/21 8:47,Navy Oversized Jeans - Womens,1,3,7,Womens,Jeans,Navy Oversized
e31d39,1,10,9,10,TRUE,1928b1,3/25/21 8:47,Cream Relaxed Jeans - Womens,1,3,9,Womens,Jeans,Cream Relaxed
d5e9a6,1,23,9,23,TRUE,1928b1,3/25/21 8:47,Khaki Suit Jacket - Womens,1,4,10,Womens,Jacket,Khaki Suit
9ec847,1,54,9,54,TRUE,1928b1,3/25/21 8:47,Grey Fashion Jacket - Womens,1,4,12,Womens,Jacket,Grey Fashion
5d267b,3,40,9,120,TRUE,1928b1,3/25/21 8:47,White Tee Shirt - Mens,2,5,13,Mens,Shirt,White Tee
2a2353,4,57,9,228,TRUE,1928b1,3/25/21 8:47,Blue Polo Shirt - Mens,2,5,15,Mens,Shirt,Blue Polo
b9a74d,1,17,9,17,TRUE,1928b1,3/25/21 8:47,White Striped Socks - Mens,2,6,17,Mens,Socks,White Striped
2feb6b,5,29,9,145,TRUE,1928b1,3/25/21 8:47,Pink Fluro Polkadot Socks - Mens,2,6,18,Mens,Socks,Pink Fluro Polkadot
e83aa3,1,32,5,32,TRUE,c228e3,2/3/21 0:35,Black Straight Jeans - Womens,1,3,8,Womens,Jeans,Black Straight
d5e9a6,3,23,5,69,TRUE,c228e3,2/3/21 0:35,Khaki Suit Jacket - Womens,1,4,10,Womens,Jacket,Khaki Suit
72f5d4,3,19,5,57,TRUE,c228e3,2/3/21 0:35,Indigo Rain Jacket - Womens,1,4,11,Womens,Jacket,Indigo Rain
2a2353,4,57,5,228,TRUE,c228e3,2/3/21 0:35,Blue Polo Shirt - Mens,2,5,15,Mens,Shirt,Blue Polo
e31d39,2,10,23,20,TRUE,870d3b,1/20/21 14:29,Cream Relaxed Jeans - Womens,1,3,9,Womens,Jeans,Cream Relaxed
9ec847,1,54,23,54,TRUE,870d3b,1/20/21 14:29,Grey Fashion Jacket - Womens,1,4,12,Womens,Jacket,Grey Fashion
c8d436,4,10,23,40,TRUE,870d3b,1/20/21 14:29,Teal Button Up Shirt - Mens,2,5,14,Mens,Shirt,Teal Button Up
2a2353,3,57,23,171,TRUE,870d3b,1/20/21 14:29,Blue Polo Shirt - Mens,2,5,15,Mens,Shirt,Blue Polo
c4a632,3,13,22,39,TRUE,46f796,3/13/21 2:30,Navy Oversized Jeans - Womens,1,3,7,Womens,Jeans,Navy Oversized
2a2353,2,57,22,114,TRUE,46f796,3/13/21 2:30,Blue Polo Shirt - Mens,2,5,15,Mens,Shirt,Blue Polo
b9a74d,4,17,22,68,TRUE,46f796,3/13/21 2:30,White Striped Socks - Mens,2,6,17,Mens,Socks,White Striped
d5e9a6,5,23,15,115,TRUE,24986f,1/9/21 3:30,Khaki Suit Jacket - Womens,1,4,10,Womens,Jacket,Khaki Suit
72f5d4,3,19,15,57,TRUE,24986f,1/9/21 3:30,Indigo Rain Jacket - Womens,1,4,11,Womens,Jacket,Indigo Rain
5d267b,3,40,15,120,TRUE,24986f,1/9/21 3:30,White Tee Shirt - Mens,2,5,13,Mens,Shirt,White Tee
2a2353,4,57,15,228,TRUE,24986f,1/9/21 3:30,Blue Polo Shirt - Mens,2,5,15,Mens,Shirt,Blue Polo
f084eb,1,36,15,36,TRUE,24986f,1/9/21 3:30,Navy Solid Socks - Mens,2,6,16,Mens,Socks,Navy Solid
b9a74d,3,17,15,51,TRUE,24986f,1/9/21 3:30,White Striped Socks - Mens,2,6,17,Mens,Socks,White Striped
e83aa3,4,32,2,128,TRUE,90e5ad,2/28/21 23:10,Black Straight Jeans - Womens,1,3,8,Womens,Jeans,Black Straight
e31d39,4,10,2,40,TRUE,90e5ad,2/28/21 23:10,Cream Relaxed Jeans - Womens,1,3,9,Womens,Jeans,Cream Relaxed
9ec847,3,54,2,162,TRUE,90e5ad,2/28/21 23:10,Grey Fashion Jacket - Womens,1,4,12,Womens,Jacket,Grey Fashion
2a2353,2,57,2,114,TRUE,90e5ad,2/28/21 23:10,Blue Polo Shirt - Mens,2,5,15,Mens,Shirt,Blue Polo
b9a74d,1,17,2,17,TRUE,90e5ad,2/28/21 23:10,White Striped Socks - Mens,2,6,17,Mens,Socks,White Striped
c4a632,3,13,10,39,TRUE,31f568,1/13/21 17:48,Navy Oversized Jeans - Womens,1,3,7,Womens,Jeans,Navy Oversized
e31d39,2,10,10,20,TRUE,31f568,1/13/21 17:48,Cream Relaxed Jeans - Womens,1,3,9,Womens,Jeans,Cream Relaxed
72f5d4,4,19,10,76,TRUE,31f568,1/13/21 17:48,Indigo Rain Jacket - Womens,1,4,11,Womens,Jacket,Indigo Rain
2feb6b,4,29,10,116,TRUE,31f568,1/13/21 17:48,Pink Fluro Polkadot Socks - Mens,2,6,18,Mens,Socks,Pink Fluro Polkadot
e83aa3,1,32,15,32,TRUE,fb6b00,2/23/21 17:17,Black Straight Jeans - Womens,1,3,8,Womens,Jeans,Black Straight
e31d39,4,10,15,40,TRUE,fb6b00,2/23/21 17:17,Cream Relaxed Jeans - Womens,1,3,9,Womens,Jeans,Cream Relaxed
72f5d4,3,19,15,57,TRUE,fb6b00,2/23/21 17:17,Indigo Rain Jacket - Womens,1,4,11,Womens,Jacket,Indigo Rain
